service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-09-102022-09-10033933,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16033933,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17033933,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23033933,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24033933,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30033933,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01033933,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07033933,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08033933,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14033933,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15033933,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21033933,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22033933,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28033933,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29033933,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04033933,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05033933,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11033933,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12033933,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18033933,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19033933,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25033933,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26033933,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02033933,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03033933,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09033933,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-102022-12-10033933,1,1,1,1,1,1,1,20221210,20221210                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09036621,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16036621,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23036621,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30036621,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07036621,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14036621,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21036621,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28036621,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04036621,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11036621,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18036621,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25036621,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02036621,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09036621,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-112022-12-16036621,1,1,1,1,1,1,1,20221211,20221216                                                                                                                                                                                                                                                                                                    
2022-12-182022-12-23036621,1,1,1,1,1,1,1,20221218,20221223                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-30036621,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2023-01-012023-12-09036621,1,1,1,1,1,1,1,20230101,20231209                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09036622,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16036622,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23036622,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30036622,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07036622,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14036622,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21036622,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28036622,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04036622,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11036622,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18036622,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25036622,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02036622,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09036622,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-112022-12-16036622,1,1,1,1,1,1,1,20221211,20221216                                                                                                                                                                                                                                                                                                    
2022-12-182022-12-23036622,1,1,1,1,1,1,1,20221218,20221223                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-30036622,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2023-01-012023-12-09036622,1,1,1,1,1,1,1,20230101,20231209                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03039301,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05039301,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09039301,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10039301,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11039301,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16039301,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17039301,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18039301,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23039301,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24039301,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30039301,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01039301,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07039301,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08039301,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14039301,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15039301,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-16039301,1,1,1,1,1,1,1,20221016,20221016                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03039311,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05039311,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09039311,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10039311,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11039311,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-12039311,1,1,1,1,1,1,1,20220912,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-09-16039311,1,1,1,1,1,1,1,20220913,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17039311,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18039311,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23039311,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24039311,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30039311,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01039311,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07039311,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08039311,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14039311,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15039311,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-16039311,1,1,1,1,1,1,1,20221016,20221016                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03039312,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05039312,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09039312,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10039312,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11039312,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-12039312,1,1,1,1,1,1,1,20220912,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-09-16039312,1,1,1,1,1,1,1,20220913,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17039312,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18039312,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23039312,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24039312,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30039312,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01039312,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07039312,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08039312,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14039312,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15039312,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-16039312,1,1,1,1,1,1,1,20221016,20221016                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03039401,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-04039401,1,1,1,1,1,1,1,20220904,20220904                                                                                                                                                                                                                                                                                                    
2022-09-052022-09-05039401,1,1,1,1,1,1,1,20220905,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09039401,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10039401,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11039401,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16039401,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17039401,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18039401,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23039401,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24039401,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30039401,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01039401,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
