service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-08-282022-09-02051002,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051002,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16051002,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23051002,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30051002,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07051002,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14051002,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21051002,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28051002,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04051002,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11051002,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18051002,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25051002,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02051002,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09051002,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30051021,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05051021,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06051021,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12051021,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13051021,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19051021,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20051021,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26051021,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27051021,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02051021,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03051021,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051021,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10051021,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-12051021,1,1,1,1,1,1,1,20220911,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-09-16051021,1,1,1,1,1,1,1,20220913,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17051021,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23051021,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24051021,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30051021,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05051101,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12051101,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19051101,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26051101,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02051101,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051101,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16051101,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23051101,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30051101,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07051101,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14051101,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21051101,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28051101,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04051101,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11051101,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18051101,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25051101,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02051101,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09051101,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30051221,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05051221,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06051221,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12051221,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13051221,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19051221,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20051221,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26051221,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27051221,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02051221,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03051221,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051221,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10051221,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-12051221,1,1,1,1,1,1,1,20220911,20220912                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30051401,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05051401,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06051401,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12051401,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13051401,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19051401,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20051401,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26051401,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27051401,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02051401,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03051401,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051401,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10051401,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16051401,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17051401,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23051401,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24051401,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30051401,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01051401,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07051401,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08051401,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14051401,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15051401,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21051401,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22051401,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28051401,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29051401,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04051401,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05051401,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11051401,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12051401,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18051401,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19051401,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25051401,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26051401,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02051401,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03051401,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09051401,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-102022-12-10051401,1,1,1,1,1,1,1,20221210,20221210                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30051402,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05051402,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06051402,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12051402,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13051402,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19051402,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20051402,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26051402,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27051402,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02051402,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03051402,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09051402,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10051402,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16051402,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17051402,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23051402,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24051402,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30051402,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01051402,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07051402,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08051402,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14051402,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15051402,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
